Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,stock_id
2008-01-02 00:00:00+08:00,42.40755081176758,42.40755081176758,42.40755081176758,42.40755081176758,0,0.0,0.0,0.0,0050
2008-01-03 00:00:00+08:00,41.616058349609375,41.616058349609375,41.616058349609375,41.616058349609375,0,0.0,0.0,0.0,0050
2008-01-04 00:00:00+08:00,41.70086669921875,41.70086669921875,41.70086669921875,41.70086669921875,0,0.0,0.0,0.0,0050
2008-01-07 00:00:00+08:00,39.8493766784668,39.8493766784668,39.8493766784668,39.8493766784668,0,0.0,0.0,0.0,0050
2008-01-08 00:00:00+08:00,40.26631164550781,40.26631164550781,40.26631164550781,40.26631164550781,0,0.0,0.0,0.0,0050
2008-01-09 00:00:00+08:00,41.12845993041992,41.12845993041992,41.12845993041992,41.12845993041992,0,0.0,0.0,0.0,0050
2008-01-10 00:00:00+08:00,40.73978805541992,40.73978805541992,40.73978805541992,40.73978805541992,0,0.0,0.0,0.0,0050
2008-01-11 00:00:00+08:00,40.612586975097656,40.612586975097656,40.612586975097656,40.612586975097656,0,0.0,0.0,0.0,0050
2008-01-14 00:00:00+08:00,41.31219482421875,41.31219482421875,41.31219482421875,41.31219482421875,0,0.0,0.0,0.0,0050
2008-01-15 00:00:00+08:00,42.59128189086914,42.59128189086914,42.59128189086914,42.59128189086914,0,0.0,0.0,0.0,0050
2008-01-16 00:00:00+08:00,41.20619583129883,41.20619583129883,41.20619583129883,41.20619583129883,0,0.0,0.0,0.0,0050
2008-01-17 00:00:00+08:00,40.91646194458008,40.91646194458008,40.91646194458008,40.91646194458008,0,0.0,0.0,0.0,0050
2008-01-18 00:00:00+08:00,41.22739028930664,41.22739028930664,41.22739028930664,41.22739028930664,0,0.0,0.0,0.0,0050
2008-01-21 00:00:00+08:00,40.7539176940918,40.7539176940918,40.7539176940918,40.7539176940918,0,0.0,0.0,0.0,0050
2008-01-22 00:00:00+08:00,38.10388946533203,38.10388946533203,38.10388946533203,38.10388946533203,0,0.0,0.0,0.0,0050
2008-01-23 00:00:00+08:00,37.771751403808594,37.771751403808594,37.771751403808594,37.771751403808594,0,0.0,0.0,0.0,0050
2008-01-24 00:00:00+08:00,38.53496551513672,38.53496551513672,38.53496551513672,38.53496551513672,0,0.0,0.0,0.0,0050
2008-01-25 00:00:00+08:00,39.686851501464844,39.686851501464844,39.686851501464844,39.686851501464844,0,0.0,0.0,0.0,0050
2008-01-28 00:00:00+08:00,38.35829544067383,38.35829544067383,38.35829544067383,38.35829544067383,0,0.0,0.0,0.0,0050
2008-01-29 00:00:00+08:00,39.015499114990234,39.015499114990234,39.015499114990234,39.015499114990234,0,0.0,0.0,0.0,0050
2008-01-30 00:00:00+08:00,38.845909118652344,38.845909118652344,38.845909118652344,38.845909118652344,0,0.0,0.0,0.0,0050
2008-01-31 00:00:00+08:00,38.93777084350586,38.93777084350586,38.93777084350586,38.93777084350586,0,0.0,0.0,0.0,0050
2008-02-01 00:00:00+08:00,39.59497833251953,39.59497833251953,39.59497833251953,39.59497833251953,0,0.0,0.0,0.0,0050
2008-02-12 00:00:00+08:00,38.831764221191406,38.831764221191406,38.831764221191406,38.831764221191406,0,0.0,0.0,0.0,0050
2008-02-13 00:00:00+08:00,38.966033935546875,38.966033935546875,38.966033935546875,38.966033935546875,0,0.0,0.0,0.0,0050
2008-02-14 00:00:00+08:00,40.654991149902344,40.654991149902344,40.654991149902344,40.654991149902344,0,0.0,0.0,0.0,0050
2008-02-15 00:00:00+08:00,40.60552215576172,40.60552215576172,40.60552215576172,40.60552215576172,0,0.0,0.0,0.0,0050
2008-02-18 00:00:00+08:00,40.41471862792969,40.41471862792969,40.41471862792969,40.41471862792969,0,0.0,0.0,0.0,0050
